VendaID,ProdutoID,ValorVenda,DataVenda,LocalizacaoCliente,ClienteID,Nome,Idade,Localizacao,PreferenciaProduto
222,114,99.75,2024-02-26,Azevedo,440,Srta. Maria Alice da Cruz,70,Azevedo,Eletrodomésticos
222,114,99.75,2024-02-26,Azevedo,628,Léo Dias,43,Azevedo,Roupas
222,114,99.75,2024-02-26,Azevedo,657,Ravi da Rocha,34,Azevedo,Eletrônicos
222,114,99.75,2024-02-26,Azevedo,829,Srta. Ester Pereira,79,Azevedo,Roupas
223,199,3.05,2024-05-17,Camargo,8,Isaac Farias,59,Camargo,Roupas
223,199,3.05,2024-05-17,Camargo,85,Rafael Casa Grande,45,Camargo,Jogos
223,199,3.05,2024-05-17,Camargo,88,Evelyn Barbosa,44,Camargo,Eletrônicos
223,199,3.05,2024-05-17,Camargo,223,Ágatha Vasconcelos,63,Camargo,Livros
223,199,3.05,2024-05-17,Camargo,331,Sra. Juliana Fernandes,80,Camargo,Livros
224,169,95.23,2024-09-07,Fonseca,224,Lunna Costa,49,Fonseca,Eletrodomésticos
224,169,95.23,2024-09-07,Fonseca,227,Gael Henrique Abreu,57,Fonseca,Jogos
224,169,95.23,2024-09-07,Fonseca,312,Luara Albuquerque,55,Fonseca,Jogos
224,169,95.23,2024-09-07,Fonseca,545,Esther Carvalho,53,Fonseca,Eletrodomésticos
224,169,95.23,2024-09-07,Fonseca,774,Oliver Cirino,28,Fonseca,Eletrodomésticos
224,169,95.23,2024-09-07,Fonseca,792,Sr. Dom Andrade,32,Fonseca,Jogos
225,151,24.39,2024-02-17,Duarte de Pinto,225,Sr. João Vitor Rios,59,Duarte de Pinto,Roupas
226,187,12.55,2023-11-13,Peixoto Grande,226,Evelyn Moreira,56,Peixoto Grande,Jogos
227,173,42.28,2024-08-07,Fonseca,224,Lunna Costa,49,Fonseca,Eletrodomésticos
227,173,42.28,2024-08-07,Fonseca,227,Gael Henrique Abreu,57,Fonseca,Jogos
227,173,42.28,2024-08-07,Fonseca,312,Luara Albuquerque,55,Fonseca,Jogos
227,173,42.28,2024-08-07,Fonseca,545,Esther Carvalho,53,Fonseca,Eletrodomésticos
227,173,42.28,2024-08-07,Fonseca,774,Oliver Cirino,28,Fonseca,Eletrodomésticos
227,173,42.28,2024-08-07,Fonseca,792,Sr. Dom Andrade,32,Fonseca,Jogos
228,110,28.4,2024-07-19,Gonçalves,63,Liam Freitas,46,Gonçalves,Eletrodomésticos
228,110,28.4,2024-07-19,Gonçalves,228,João Guilherme Nogueira,57,Gonçalves,Eletrodomésticos
228,110,28.4,2024-07-19,Gonçalves,236,Marcela Sampaio,56,Gonçalves,Livros
228,110,28.4,2024-07-19,Gonçalves,450,João Monteiro,27,Gonçalves,Livros
228,110,28.4,2024-07-19,Gonçalves,717,Beatriz Aragão,27,Gonçalves,Eletrodomésticos
229,157,17.61,2023-11-10,Teixeira da Praia,229,Diogo Campos,72,Teixeira da Praia,Roupas
230,136,9.87,2024-09-07,Castro,230,Oliver Nunes,57,Castro,Roupas
230,136,9.87,2024-09-07,Castro,242,Sra. Maria Liz Cirino,23,Castro,Eletrônicos
230,136,9.87,2024-09-07,Castro,427,Brenda Pereira,24,Castro,Roupas
231,186,79.24,2024-07-15,Azevedo,177,Thiago Nascimento,77,Azevedo,Livros
231,186,79.24,2024-07-15,Azevedo,222,Bárbara Pinto,30,Azevedo,Eletrônicos
231,186,79.24,2024-07-15,Azevedo,231,Cecília Moura,23,Azevedo,Eletrônicos
231,186,79.24,2024-07-15,Azevedo,375,Rafael Correia,50,Azevedo,Livros
231,186,79.24,2024-07-15,Azevedo,440,Srta. Maria Alice da Cruz,70,Azevedo,Eletrodomésticos
231,186,79.24,2024-07-15,Azevedo,628,Léo Dias,43,Azevedo,Roupas
231,186,79.24,2024-07-15,Azevedo,657,Ravi da Rocha,34,Azevedo,Eletrônicos
231,186,79.24,2024-07-15,Azevedo,829,Srta. Ester Pereira,79,Azevedo,Roupas
232,122,18.79,2024-01-06,Pinto de Ramos,232,Pietra da Luz,76,Pinto de Ramos,Livros
233,141,23.68,2023-12-04,Brito das Pedras,233,Sra. Maria Isis Abreu,31,Brito das Pedras,Livros
234,155,94.47,2024-03-25,Martins do Galho,234,Rebeca Macedo,41,Martins do Galho,Roupas
235,165,68.49,2024-01-28,Moraes das Pedras,235,Alexandre Fogaça,28,Moraes das Pedras,Jogos
236,161,74.48,2024-06-03,Gonçalves,63,Liam Freitas,46,Gonçalves,Eletrodomésticos
236,161,74.48,2024-06-03,Gonçalves,228,João Guilherme Nogueira,57,Gonçalves,Eletrodomésticos
236,161,74.48,2024-06-03,Gonçalves,236,Marcela Sampaio,56,Gonçalves,Livros
236,161,74.48,2024-06-03,Gonçalves,450,João Monteiro,27,Gonçalves,Livros
236,161,74.48,2024-06-03,Gonçalves,717,Beatriz Aragão,27,Gonçalves,Eletrodomésticos
237,194,40.33,2024-03-01,Aragão do Oeste,211,Helena Marques,51,Aragão do Oeste,Eletrônicos
237,194,40.33,2024-03-01,Aragão do Oeste,237,Sr. Theodoro Rocha,36,Aragão do Oeste,Livros
237,194,40.33,2024-03-01,Aragão do Oeste,492,Mathias Sá,53,Aragão do Oeste,Jogos
238,158,55.84,2023-12-29,Lopes de Nascimento,238,Anna Liz Brito,65,Lopes de Nascimento,Livros
239,104,88.37,2024-07-03,Pereira de Goiás,239,Anna Liz Silveira,46,Pereira de Goiás,Roupas
240,139,53.46,2023-11-12,da Rocha Alegre,240,Ana Liz Garcia,57,da Rocha Alegre,Eletrodomésticos
240,139,53.46,2023-11-12,da Rocha Alegre,732,Ana Vitória Andrade,43,da Rocha Alegre,Jogos
241,161,63.42,2023-10-12,Pimenta,93,Erick Sales,75,Pimenta,Eletrodomésticos
241,161,63.42,2023-10-12,Pimenta,241,Sophie Abreu,69,Pimenta,Eletrodomésticos
241,161,63.42,2023-10-12,Pimenta,430,Isaque Porto,49,Pimenta,Roupas
241,161,63.42,2023-10-12,Pimenta,518,Stella Duarte,45,Pimenta,Eletrodomésticos
241,161,63.42,2023-10-12,Pimenta,522,Vitória Correia,23,Pimenta,Livros
241,161,63.42,2023-10-12,Pimenta,618,Dra. Ana Clara Teixeira,56,Pimenta,Eletrônicos
242,107,58.16,2024-01-31,Castro,230,Oliver Nunes,57,Castro,Roupas
242,107,58.16,2024-01-31,Castro,242,Sra. Maria Liz Cirino,23,Castro,Eletrônicos
242,107,58.16,2024-01-31,Castro,427,Brenda Pereira,24,Castro,Roupas
243,170,11.8,2023-11-14,da Rosa do Galho,243,Sra. Catarina Oliveira,34,da Rosa do Galho,Livros
244,171,35.7,2024-04-21,Nogueira,91,Srta. Ana Luiza Lopes,70,Nogueira,Eletrônicos
244,171,35.7,2024-04-21,Nogueira,163,Ágatha da Mota,46,Nogueira,Livros
244,171,35.7,2024-04-21,Nogueira,215,Anna Liz Barros,43,Nogueira,Eletrodomésticos
244,171,35.7,2024-04-21,Nogueira,244,Bruna Ferreira,58,Nogueira,Jogos
244,171,35.7,2024-04-21,Nogueira,361,Zoe Aparecida,47,Nogueira,Eletrodomésticos
244,171,35.7,2024-04-21,Nogueira,374,Liam Sampaio,47,Nogueira,Livros
244,171,35.7,2024-04-21,Nogueira,401,Dr. Gustavo Henrique Araújo,80,Nogueira,Eletrodomésticos
244,171,35.7,2024-04-21,Nogueira,505,Enzo Gabriel Camargo,29,Nogueira,Eletrônicos
244,171,35.7,2024-04-21,Nogueira,684,Brayan Teixeira,73,Nogueira,Jogos
245,117,21.84,2024-01-11,Rezende Alegre,245,Sra. Juliana Mendes,37,Rezende Alegre,Eletrônicos
246,190,8.04,2024-08-02,Araújo,246,Isis Costa,19,Araújo,Jogos
246,190,8.04,2024-08-02,Araújo,484,Antônio Cardoso,36,Araújo,Eletrodomésticos
246,190,8.04,2024-08-02,Araújo,542,Sabrina Borges,72,Araújo,Eletrodomésticos
246,190,8.04,2024-08-02,Araújo,565,Dr. Carlos Eduardo Vasconcelos,34,Araújo,Roupas
246,190,8.04,2024-08-02,Araújo,580,Dra. Stephany Nogueira,51,Araújo,Eletrodomésticos
246,190,8.04,2024-08-02,Araújo,953,Cecília Pimenta,44,Araújo,Jogos
247,135,82.99,2024-09-18,Oliveira Alegre,247,Francisco Moura,71,Oliveira Alegre,Eletrônicos
248,120,77.31,2024-06-29,Abreu de Andrade,248,Matheus Santos,20,Abreu de Andrade,Eletrodomésticos
249,118,44.15,2023-12-26,Camargo das Flores,249,Isis Duarte,21,Camargo das Flores,Livros
250,184,74.99,2024-05-18,da Mata de Vasconcelos,250,Thales Pastor,22,da Mata de Vasconcelos,Livros
251,124,14.77,2024-09-02,Guerra do Oeste,251,Sr. João Felipe Ferreira,21,Guerra do Oeste,Eletrodomésticos
252,100,94.57,2024-04-04,Souza,21,Ester Barros,76,Souza,Eletrodomésticos
252,100,94.57,2024-04-04,Souza,62,Joana Fogaça,40,Souza,Livros
252,100,94.57,2024-04-04,Souza,117,Maria Julia Sampaio,56,Souza,Eletrodomésticos
252,100,94.57,2024-04-04,Souza,252,Manuela Cardoso,66,Souza,Roupas
252,100,94.57,2024-04-04,Souza,284,Ester Moraes,30,Souza,Eletrônicos
252,100,94.57,2024-04-04,Souza,599,Eloá Peixoto,54,Souza,Eletrônicos
252,100,94.57,2024-04-04,Souza,607,Rafael Campos,42,Souza,Eletrônicos
252,100,94.57,2024-04-04,Souza,632,Dante Santos,46,Souza,Eletrônicos
252,100,94.57,2024-04-04,Souza,662,Yan Andrade,31,Souza,Roupas
252,100,94.57,2024-04-04,Souza,927,Kaique Cirino,39,Souza,Roupas
252,100,94.57,2024-04-04,Souza,1000,Dra. Brenda Nogueira,19,Souza,Eletrodomésticos
253,155,0.66,2023-10-20,das Neves de Brito,253,Srta. Rebeca da Rocha,77,das Neves de Brito,Roupas
254,116,96.34,2024-04-14,Mendonça Grande,254,Vitor Hugo Pastor,19,Mendonça Grande,Livros
255,197,40.97,2024-05-05,Sousa,131,Ana Costela,58,Sousa,Livros
255,197,40.97,2024-05-05,Sousa,255,Matteo Farias,67,Sousa,Eletrônicos
255,197,40.97,2024-05-05,Sousa,682,Pedro Henrique Peixoto,23,Sousa,Roupas
255,197,40.97,2024-05-05,Sousa,776,João Pedro Aragão,52,Sousa,Jogos
255,197,40.97,2024-05-05,Sousa,782,Maria Sophia Leão,20,Sousa,Eletrônicos
256,194,85.18,2024-06-06,Mendes dos Dourados,256,Ana Lívia Albuquerque,49,Mendes dos Dourados,Eletrodomésticos
257,185,78.33,2023-10-20,da Conceição Grande,257,Igor Guerra,18,da Conceição Grande,Eletrônicos
258,147,21.46,2024-04-19,Cunha,218,Alícia Abreu,49,Cunha,Eletrodomésticos
258,147,21.46,2024-04-19,Cunha,258,Julia Martins,79,Cunha,Eletrodomésticos
258,147,21.46,2024-04-19,Cunha,304,Luiz Gustavo Teixeira,67,Cunha,Roupas
258,147,21.46,2024-04-19,Cunha,435,Catarina Siqueira,76,Cunha,Roupas
258,147,21.46,2024-04-19,Cunha,566,Sr. Bernardo Jesus,76,Cunha,Eletrônicos
258,147,21.46,2024-04-19,Cunha,780,Josué Moreira,43,Cunha,Eletrônicos
258,147,21.46,2024-04-19,Cunha,966,Maria Julia Pinto,50,Cunha,Eletrodomésticos
259,169,21.12,2024-09-28,Macedo,259,José Rocha,32,Macedo,Jogos
259,169,21.12,2024-09-28,Macedo,432,Manuela Pastor,66,Macedo,Jogos
259,169,21.12,2024-09-28,Macedo,639,Dr. Pedro Henrique Pinto,28,Macedo,Livros
259,169,21.12,2024-09-28,Macedo,729,Dr. Luan Borges,71,Macedo,Livros
259,169,21.12,2024-09-28,Macedo,910,Cauã Porto,22,Macedo,Livros
259,169,21.12,2024-09-28,Macedo,912,Isabela Oliveira,60,Macedo,Livros
259,169,21.12,2024-09-28,Macedo,946,Marcela Freitas,73,Macedo,Jogos
260,108,57.1,2024-09-23,Gomes,260,Marcos Vinicius Fonseca,65,Gomes,Jogos
260,108,57.1,2024-09-23,Gomes,694,Evelyn Ramos,75,Gomes,Livros
260,108,57.1,2024-09-23,Gomes,699,Alexandre Mendes,55,Gomes,Jogos
261,121,42.9,2024-10-01,Aparecida do Campo,261,Maria Isis Azevedo,68,Aparecida do Campo,Livros
262,138,17.79,2024-02-04,Moraes dos Dourados,262,Pietro da Luz,62,Moraes dos Dourados,Livros
262,138,17.79,2024-02-04,Moraes dos Dourados,407,Sr. Miguel Guerra,46,Moraes dos Dourados,Jogos
263,101,90.83,2024-02-21,Jesus Paulista,263,Camila Castro,75,Jesus Paulista,Jogos
264,143,44.4,2024-01-05,Fernandes de Sá,264,Sr. Bruno Garcia,63,Fernandes de Sá,Eletrodomésticos
265,156,61.96,2024-04-12,Fernandes,265,Stella Gonçalves,18,Fernandes,Jogos
265,156,61.96,2024-04-12,Fernandes,270,Giovanna Silveira,26,Fernandes,Eletrônicos
265,156,61.96,2024-04-12,Fernandes,273,Rafaela Cavalcanti,41,Fernandes,Jogos
265,156,61.96,2024-04-12,Fernandes,613,Cauã Nascimento,68,Fernandes,Jogos
265,156,61.96,2024-04-12,Fernandes,713,André Brito,75,Fernandes,Eletrônicos
265,156,61.96,2024-04-12,Fernandes,834,Léo Duarte,41,Fernandes,Eletrônicos
265,156,61.96,2024-04-12,Fernandes,998,Rebeca Siqueira,30,Fernandes,Eletrônicos
266,126,16.28,2023-11-16,da Mota,80,Nicole Souza,18,da Mota,Jogos
266,126,16.28,2023-11-16,da Mota,114,Sr. Pedro da Mota,72,da Mota,Eletrodomésticos
266,126,16.28,2023-11-16,da Mota,174,Otto Barros,28,da Mota,Jogos
266,126,16.28,2023-11-16,da Mota,266,Ana Lívia Fogaça,32,da Mota,Eletrônicos
266,126,16.28,2023-11-16,da Mota,368,Benjamim Gonçalves,18,da Mota,Eletrônicos
266,126,16.28,2023-11-16,da Mota,488,Henry Montenegro,43,da Mota,Eletrônicos
266,126,16.28,2023-11-16,da Mota,508,Carlos Eduardo Martins,59,da Mota,Eletrodomésticos
266,126,16.28,2023-11-16,da Mota,546,Liam Pinto,62,da Mota,Livros
266,126,16.28,2023-11-16,da Mota,650,Dr. Marcelo Gonçalves,33,da Mota,Jogos
266,126,16.28,2023-11-16,da Mota,788,Ester da Paz,40,da Mota,Roupas
266,126,16.28,2023-11-16,da Mota,797,Sr. Theo Abreu,18,da Mota,Eletrodomésticos
266,126,16.28,2023-11-16,da Mota,986,Daniel Moura,63,da Mota,Eletrônicos
267,106,72.9,2024-05-17,da Rosa de Duarte,267,Dra. Maitê Ferreira,27,da Rosa de Duarte,Eletrônicos
268,196,91.76,2024-04-06,Montenegro de Leão,268,Antonella Albuquerque,35,Montenegro de Leão,Roupas
269,187,70.36,2024-07-31,Silveira Verde,269,Benjamin Machado,38,Silveira Verde,Roupas
270,172,19.53,2024-08-14,Fernandes,265,Stella Gonçalves,18,Fernandes,Jogos
270,172,19.53,2024-08-14,Fernandes,270,Giovanna Silveira,26,Fernandes,Eletrônicos
270,172,19.53,2024-08-14,Fernandes,273,Rafaela Cavalcanti,41,Fernandes,Jogos
270,172,19.53,2024-08-14,Fernandes,613,Cauã Nascimento,68,Fernandes,Jogos
270,172,19.53,2024-08-14,Fernandes,713,André Brito,75,Fernandes,Eletrônicos
270,172,19.53,2024-08-14,Fernandes,834,Léo Duarte,41,Fernandes,Eletrônicos
270,172,19.53,2024-08-14,Fernandes,998,Rebeca Siqueira,30,Fernandes,Eletrônicos
271,103,67.97,2024-07-14,Albuquerque de Goiás,271,Vitor Viana,43,Albuquerque de Goiás,Roupas
272,174,31.23,2024-06-16,Duarte do Norte,272,Zoe Carvalho,57,Duarte do Norte,Livros
273,115,53.74,2024-05-23,Fernandes,265,Stella Gonçalves,18,Fernandes,Jogos
273,115,53.74,2024-05-23,Fernandes,270,Giovanna Silveira,26,Fernandes,Eletrônicos
273,115,53.74,2024-05-23,Fernandes,273,Rafaela Cavalcanti,41,Fernandes,Jogos
273,115,53.74,2024-05-23,Fernandes,613,Cauã Nascimento,68,Fernandes,Jogos
273,115,53.74,2024-05-23,Fernandes,713,André Brito,75,Fernandes,Eletrônicos
273,115,53.74,2024-05-23,Fernandes,834,Léo Duarte,41,Fernandes,Eletrônicos
273,115,53.74,2024-05-23,Fernandes,998,Rebeca Siqueira,30,Fernandes,Eletrônicos
274,130,76.71,2023-10-04,Cavalcante da Praia,274,Sr. João Lucas Mendes,77,Cavalcante da Praia,Eletrônicos
275,174,79.52,2024-05-26,Teixeira,154,Gustavo Camargo,80,Teixeira,Jogos
275,174,79.52,2024-05-26,Teixeira,275,Alice Montenegro,70,Teixeira,Roupas
275,174,79.52,2024-05-26,Teixeira,418,Renan Jesus,31,Teixeira,Livros
275,174,79.52,2024-05-26,Teixeira,568,Henrique Oliveira,64,Teixeira,Eletrodomésticos
275,174,79.52,2024-05-26,Teixeira,667,Lorenzo Cardoso,18,Teixeira,Jogos
275,174,79.52,2024-05-26,Teixeira,845,Esther Silveira,31,Teixeira,Eletrônicos
275,174,79.52,2024-05-26,Teixeira,929,Nicolas Araújo,31,Teixeira,Eletrônicos
276,135,16.05,2024-04-07,da Mata,133,Alana Casa Grande,80,da Mata,Livros
276,135,16.05,2024-04-07,da Mata,276,Melissa Silva,21,da Mata,Roupas
276,135,16.05,2024-04-07,da Mata,342,Raul Gomes,80,da Mata,Roupas
276,135,16.05,2024-04-07,da Mata,438,Amanda Ribeiro,27,da Mata,Roupas
276,135,16.05,2024-04-07,da Mata,504,Vicente Garcia,20,da Mata,Roupas
276,135,16.05,2024-04-07,da Mata,703,Felipe Gomes,56,da Mata,Jogos
276,135,16.05,2024-04-07,da Mata,844,Fernando da Luz,38,da Mata,Jogos
277,139,78.22,2024-07-15,Fogaça,277,Lucas Borges,44,Fogaça,Jogos
277,139,78.22,2024-07-15,Fogaça,282,Arthur Gabriel Montenegro,38,Fogaça,Livros
277,139,78.22,2024-07-15,Fogaça,352,Maria Eduarda Costela,33,Fogaça,Jogos
277,139,78.22,2024-07-15,Fogaça,373,Luísa Siqueira,25,Fogaça,Eletrônicos
277,139,78.22,2024-07-15,Fogaça,592,Natália Montenegro,69,Fogaça,Eletrônicos
277,139,78.22,2024-07-15,Fogaça,614,Valentina Almeida,53,Fogaça,Eletrodomésticos
277,139,78.22,2024-07-15,Fogaça,707,Allana da Costa,31,Fogaça,Livros
278,126,25.67,2023-12-15,Martins,159,Arthur Gabriel Castro,28,Martins,Eletrônicos
278,126,25.67,2023-12-15,Martins,278,Fernanda Borges,49,Martins,Eletrodomésticos
278,126,25.67,2023-12-15,Martins,337,Sra. Sarah Nogueira,42,Martins,Jogos
278,126,25.67,2023-12-15,Martins,433,Alícia Freitas,42,Martins,Jogos
278,126,25.67,2023-12-15,Martins,537,Leonardo Castro,71,Martins,Livros
278,126,25.67,2023-12-15,Martins,623,Alícia Pereira,61,Martins,Jogos
278,126,25.67,2023-12-15,Martins,756,Luiz Henrique Borges,60,Martins,Eletrônicos
278,126,25.67,2023-12-15,Martins,853,Manuela Lopes,18,Martins,Livros
278,126,25.67,2023-12-15,Martins,934,Elisa Cavalcanti,79,Martins,Roupas
279,111,72.44,2024-09-25,Albuquerque,279,Isaque Fonseca,34,Albuquerque,Roupas
279,111,72.44,2024-09-25,Albuquerque,316,Ayla Barros,80,Albuquerque,Eletrodomésticos
279,111,72.44,2024-09-25,Albuquerque,329,Maitê Melo,38,Albuquerque,Roupas
279,111,72.44,2024-09-25,Albuquerque,474,Arthur Gabriel Moreira,80,Albuquerque,Jogos
279,111,72.44,2024-09-25,Albuquerque,939,Erick Porto,29,Albuquerque,Livros
280,195,49.32,2024-04-18,Guerra,20,Luiz Otávio Teixeira,75,Guerra,Roupas
280,195,49.32,2024-04-18,Guerra,280,Srta. Maria Teixeira,47,Guerra,Roupas
280,195,49.32,2024-04-18,Guerra,308,Luiz Felipe Ramos,71,Guerra,Jogos
280,195,49.32,2024-04-18,Guerra,455,Luiz Felipe Sales,47,Guerra,Eletrodomésticos
280,195,49.32,2024-04-18,Guerra,500,Alícia Pires,50,Guerra,Eletrônicos
280,195,49.32,2024-04-18,Guerra,562,Gustavo Henrique Almeida,75,Guerra,Roupas
280,195,49.32,2024-04-18,Guerra,597,Guilherme Nunes,74,Guerra,Roupas
280,195,49.32,2024-04-18,Guerra,716,Letícia Melo,33,Guerra,Eletrônicos
280,195,49.32,2024-04-18,Guerra,798,João Lucas da Cruz,41,Guerra,Eletrodomésticos
281,176,41.24,2023-12-23,Nascimento,16,Maria Júlia Silva,24,Nascimento,Roupas
281,176,41.24,2023-12-23,Nascimento,281,Sra. Natália Monteiro,51,Nascimento,Jogos
281,176,41.24,2023-12-23,Nascimento,515,Heloisa Oliveira,46,Nascimento,Roupas
281,176,41.24,2023-12-23,Nascimento,569,Gustavo Henrique Peixoto,71,Nascimento,Eletrônicos
281,176,41.24,2023-12-23,Nascimento,605,Thomas Fonseca,30,Nascimento,Jogos
281,176,41.24,2023-12-23,Nascimento,612,Marcela Sá,47,Nascimento,Eletrodomésticos
281,176,41.24,2023-12-23,Nascimento,715,Sr. Gustavo Henrique Pimenta,72,Nascimento,Roupas
282,145,40.79,2024-06-01,Fogaça,277,Lucas Borges,44,Fogaça,Jogos
282,145,40.79,2024-06-01,Fogaça,282,Arthur Gabriel Montenegro,38,Fogaça,Livros
282,145,40.79,2024-06-01,Fogaça,352,Maria Eduarda Costela,33,Fogaça,Jogos
282,145,40.79,2024-06-01,Fogaça,373,Luísa Siqueira,25,Fogaça,Eletrônicos
282,145,40.79,2024-06-01,Fogaça,592,Natália Montenegro,69,Fogaça,Eletrônicos
282,145,40.79,2024-06-01,Fogaça,614,Valentina Almeida,53,Fogaça,Eletrodomésticos
282,145,40.79,2024-06-01,Fogaça,707,Allana da Costa,31,Fogaça,Livros
283,160,11.72,2023-11-07,Sampaio,49,Maria Helena Pacheco,33,Sampaio,Eletrodomésticos
283,160,11.72,2023-11-07,Sampaio,283,Sra. Eduarda da Rocha,62,Sampaio,Eletrônicos
283,160,11.72,2023-11-07,Sampaio,871,Igor Machado,27,Sampaio,Eletrônicos
283,160,11.72,2023-11-07,Sampaio,909,Breno Campos,74,Sampaio,Jogos
284,190,94.05,2024-06-24,Souza,21,Ester Barros,76,Souza,Eletrodomésticos
284,190,94.05,2024-06-24,Souza,62,Joana Fogaça,40,Souza,Livros
284,190,94.05,2024-06-24,Souza,117,Maria Julia Sampaio,56,Souza,Eletrodomésticos
284,190,94.05,2024-06-24,Souza,252,Manuela Cardoso,66,Souza,Roupas
284,190,94.05,2024-06-24,Souza,284,Ester Moraes,30,Souza,Eletrônicos
284,190,94.05,2024-06-24,Souza,599,Eloá Peixoto,54,Souza,Eletrônicos
284,190,94.05,2024-06-24,Souza,607,Rafael Campos,42,Souza,Eletrônicos
284,190,94.05,2024-06-24,Souza,632,Dante Santos,46,Souza,Eletrônicos
284,190,94.05,2024-06-24,Souza,662,Yan Andrade,31,Souza,Roupas
284,190,94.05,2024-06-24,Souza,927,Kaique Cirino,39,Souza,Roupas
284,190,94.05,2024-06-24,Souza,1000,Dra. Brenda Nogueira,19,Souza,Eletrodomésticos
285,128,62.47,2024-05-17,Câmara de Minas,285,Manuela Andrade,50,Câmara de Minas,Eletrônicos
286,159,97.69,2024-05-01,Pinto da Praia,286,Maysa Cirino,64,Pinto da Praia,Jogos
287,137,1.4,2023-11-05,Câmara de Goiás,287,Emilly Lopes,69,Câmara de Goiás,Jogos
288,191,18.46,2024-05-20,Castro de Gonçalves,288,Dr. Vinicius Moraes,74,Castro de Gonçalves,Livros
289,124,51.69,2024-01-12,Leão Grande,289,Thiago Castro,68,Leão Grande,Eletrodomésticos
290,144,50.72,2023-11-16,Costela Alegre,290,Heloísa Peixoto,21,Costela Alegre,Eletrodomésticos
291,160,40.3,2023-11-07,Andrade,19,Dra. Luara Duarte,54,Andrade,Eletrodomésticos
291,160,40.3,2023-11-07,Andrade,291,Alícia Fernandes,63,Andrade,Eletrodomésticos
291,160,40.3,2023-11-07,Andrade,398,Benjamim Mendonça,56,Andrade,Livros
291,160,40.3,2023-11-07,Andrade,570,Liam Pereira,40,Andrade,Roupas
291,160,40.3,2023-11-07,Andrade,867,Pietro Silva,46,Andrade,Jogos
291,160,40.3,2023-11-07,Andrade,989,Sr. Antony Nogueira,63,Andrade,Jogos
292,159,87.16,2024-01-28,da Cruz,83,João Vitor Ramos,68,da Cruz,Livros
292,159,87.16,2024-01-28,da Cruz,292,Alice Araújo,27,da Cruz,Roupas
292,159,87.16,2024-01-28,da Cruz,410,Raul Borges,56,da Cruz,Jogos
292,159,87.16,2024-01-28,da Cruz,961,Ana Júlia da Cunha,28,da Cruz,Roupas
293,114,10.12,2024-08-27,Castro de Dias,293,Nina Pinto,38,Castro de Dias,Eletrônicos
294,156,66.82,2024-08-13,Leão Verde,294,André Abreu,61,Leão Verde,Eletrônicos
295,136,39.25,2024-02-28,Viana de Goiás,295,Liam Cavalcante,58,Viana de Goiás,Roupas
296,128,88.8,2023-12-21,da Conceição de Macedo,296,Benjamin Azevedo,60,da Conceição de Macedo,Jogos
297,168,92.31,2024-03-27,Pereira,24,Sr. Lucas Viana,74,Pereira,Eletrônicos
297,168,92.31,2024-03-27,Pereira,297,Sra. Ana Júlia Monteiro,54,Pereira,Livros
297,168,92.31,2024-03-27,Pereira,349,Luiz Fernando Teixeira,55,Pereira,Roupas
297,168,92.31,2024-03-27,Pereira,465,Srta. Laura Monteiro,53,Pereira,Livros
297,168,92.31,2024-03-27,Pereira,558,Maria Pires,76,Pereira,Livros
297,168,92.31,2024-03-27,Pereira,814,Joaquim Rios,64,Pereira,Jogos
297,168,92.31,2024-03-27,Pereira,923,Luana Fogaça,69,Pereira,Eletrodomésticos
298,155,93.34,2024-03-11,Leão,140,Vitor Ferreira,80,Leão,Eletrônicos
298,155,93.34,2024-03-11,Leão,188,Leonardo Macedo,50,Leão,Livros
298,155,93.34,2024-03-11,Leão,298,Henry Barbosa,77,Leão,Roupas
298,155,93.34,2024-03-11,Leão,429,Ana Julia Borges,51,Leão,Eletrodomésticos
298,155,93.34,2024-03-11,Leão,887,Sofia Cunha,63,Leão,Eletrodomésticos
299,174,73.2,2024-09-25,Jesus do Amparo,299,Anthony Sá,33,Jesus do Amparo,Livros
300,193,67.67,2024-05-21,da Rocha,300,Gustavo Monteiro,68,da Rocha,Roupas
300,193,67.67,2024-05-21,da Rocha,376,Maria Sophia Rezende,28,da Rocha,Roupas
300,193,67.67,2024-05-21,da Rocha,711,Srta. Rafaela Cirino,54,da Rocha,Roupas
300,193,67.67,2024-05-21,da Rocha,803,Ana Sophia Alves,64,da Rocha,Eletrodomésticos
300,193,67.67,2024-05-21,da Rocha,815,Antônio da Mata,45,da Rocha,Roupas
301,152,28.95,2024-08-26,Santos,301,Joana Costela,41,Santos,Eletrodomésticos
301,152,28.95,2024-08-26,Santos,370,Calebe das Neves,62,Santos,Jogos
301,152,28.95,2024-08-26,Santos,589,Mariane Cavalcante,25,Santos,Eletrodomésticos
301,152,28.95,2024-08-26,Santos,600,Arthur Gabriel Lima,35,Santos,Roupas
301,152,28.95,2024-08-26,Santos,859,João Guilherme da Cruz,27,Santos,Jogos
301,152,28.95,2024-08-26,Santos,950,Kamilly da Conceição,57,Santos,Jogos
302,143,53.68,2023-11-04,Montenegro,70,Davi Lucca Sampaio,29,Montenegro,Eletrônicos
302,143,53.68,2023-11-04,Montenegro,302,Antony das Neves,51,Montenegro,Eletrônicos
302,143,53.68,2023-11-04,Montenegro,501,Daniela da Mata,64,Montenegro,Jogos
302,143,53.68,2023-11-04,Montenegro,850,Léo Cavalcante,35,Montenegro,Livros
302,143,53.68,2023-11-04,Montenegro,968,Gabriel Pastor,49,Montenegro,Livros
